poi_name,address1,address2,city,state,pin,country,tel,lat,lon
Titan Store,OPP RATNA STORES,PONDY BAZAAR,CHENNAI,TAMILNADU,600017,India,9999999999,13.04085,80.23731
Titan Store,IMAGE HOSPITAL CIRCLE,MADHAPUR,HYDERABAD,ANDHRA PRADESH,500081,India,9999999999,17.431353,78.446929
Titan Store,A B ROAD,C 21 MALL,INDORE,MADHYA PRADESH,452008,India,9999999999,22.74418,75.89397
Titan Store,OPP HONDA SHOWROOM,OFF C G ROAD,AHMEDABAD,GUJARAT,380009,India,9999999999,23.03699,72.56052
Titan Store,NEXT TO VISHWANATH THEATRE,KUKATPALLY,HYDERABAD,ANDHRA PRADESH,500072,India,9999999999,17.49629,78.39715
Titan Store,OPP RAINBOW MALL,KHARKHANA,SECUNDERABAD,ANDHRA PRADESH,500015,India,9999999999,17.46449,78.5035
Titan Store,NEXT TO ICICI BANK,KOLHAPUR,KOLHAPUR,MAHARASTRA,416003,India,9999999999,16.71082,74.24508
Titan Store,BESIDE LAWRENCE AND MAYO,PARK STREET,KOLKATA,WEST BENGAL,700016,India,9999999999,22.54756,88.34818
Titan Store,NEAR ASHOKNAGAR POLICE STATION,ASHOK NAGAR,CHENNAI,TAMILNADU,600083,India,9999999999,13.043286,80.216651
Titan Store,NR FORTUNE MURALI PARK HOTEL,M G ROAD,VIJAYAWADA,ANDHRA PRADESH,520010,India,9999999999,16.501179,80.645919
Titan Store,3RD FLOOR,JD HIGH STREET MALL,RANCHI,JHARKHAND,834002,India,9999999999,23.35629,85.35492
Titan Store,NEHRU NAGAR,ADYAR,CHENNAI,TAMILNADU,600020,India,9999999999,13.002901,80.252075
Titan Store,BOMBAY PUNE ROAD,CHINCHWAD,PUNE,MAHARASTRA,411019,India,9999999999,18.636521,73.796593
Titan Store,SAMPIGE ROAD,MALLESHWARAM,BANGALORE,KARNATAKA,560003,India,9999999999,13.00117,77.57144
Titan Store,"OPP. BOMBAY HIGH, NEXT TO CALVIN KLEIN",LINKING ROAD,MUMBAI,MAHARASTRA,400052,India,9999999999,19.07116,72.834367
Titan Store,,ELURU ROAD,VIJAYAWADA,ANDHRA PRADESH,520002,India,9999999999,16.679228,81.024532
Titan Store,"KELLYS BUS STOP, PURUSAIWALKAM HIGH ROAD",PURUSAIWALKAM,CHENNAI,TAMILNADU,600010,India,9999999999,13.085571,80.247636
Titan Store,BULL TEMPLE ROAD,BASAVANGUDI,BANGALORE,KARNATAKA,560019,India,9999999999,12.947022,77.567685
Titan Store,NEHRU NAGAR,AMBEDKAR ROAD,GHAZIABAD,UTTAR PRADESH,201001,India,9999999999,28.66875,77.43236
Titan Store,"S V ROAD, NR. KORA KENDRA BUS STOP, OPP. SARASWAT BANK",BORIVALLI,MUMBAI,MAHARASTRA,400092,India,9999999999,19.233561,72.836842
Titan Store,"OPP SAFFRON BUILDING, NEXT TO GINGER HOTEL",FATHEGUNJ,BARODA,GUJARAT,390002,India,9999999999,22.31887,73.188265
Titan Store,CIVIL LINES,SAHARAGUNJ MALL,LUCKNOW,UTTAR PRADESH,226001,India,9999999999,26.855284,80.946228
Titan Store,OPP ST JOSEPH'S ACADEMY,RAJPUR ROAD,DEHRADUN,UTTARAKHAND,248009,India,9999999999,30.363419,78.068837
Titan Store,OPP JOCKY,NUCLUES MALL,COCHIN,KERALA,682304,India,9999999999,9.939653,76.33112
Titan Store,"LIC COLONY, BHEEMA JYOTI NAGAR",BASWESHWARNAGAR,BANGALORE,KARNATAKA,560079,India,9999999999,12.997264,77.540308
Titan Store,OPP LEE,INORBIT MALL,PUNE,MAHARASTRA,411014,India,9999999999,18.560445,73.920887
Titan Store,MURBAD ROAD,KALYAN,MUMBAI,MAHARASTRA,421301,India,9999999999,18.34263,73.75703
Titan Store,NEXT TO LEVIS,DEVRAJ URS ROAD,MYSORE,KARNATAKA,570001,India,9999999999,12.309689,76.645861
Titan Store,BRINDAVAN NAGAR,VALSARVAKKAM,CHENNAI,TAMILNADU,600087,India,9999999999,13.04236,80.17996
Titan Store,BESIDE TITAN EYE PLUS,PATIA,BHUBHANESHWAR,ORISSA,751014,India,9999999999,20.358669,85.823092
Titan Store,"A - WING, OPP MC DONALDS",LOKHANDWALA,MUMBAI,MAHARASTRA,421020,India,9999999999,19.141152,72.825931
Titan Store,"MATRU CJAYA COMPLEX, AXIS BANK BUILDING ",DILSHUKNAGAR,HYDERABAD,ANDHRA PRADESH,500036,India,9999999999,17.368748,78.530005
Titan Store,CRESENT'S KRISHNA MANSION,A S RAO NAGAR,HYDERABAD,ANDHRA PRADESH,560062,India,9999999999,17.47526,78.54629
Titan Store,"100FT RING ROAD, BELOW FOOD WORLD",BANASHANKARI,BANGALORE,KARNATAKA,560085,India,9999999999,12.924151,77.553067
Titan Store,PHOENIX MARKET CITY ,PHOENIX MALL,BANGALORE,KARNATAKA,560048,India,9999999999,12.9994,77.6965
Titan Store,RUSTUMJI MANSION,BITSUPUR,JAMSHEDPUR,JHARKHAND,831001,India,9999999999,22.79836,86.18416
Titan Store,NEXT TO WOT,Z SQUARE MALL,KANPUR,UTTAR PRADESH,208001,India,9999999999,26.473313,80.352759
Titan Store,RAHUL RAJ MALL,"GAURAV PATH, PIPLOD",SURAT,GUJARAT,395007,India,9999999999,21.155963,72.766531
Titan Store,JAMINPALLAVARAM VILLAGE,CHROMEPET,CHENNAI,TAMILNADU,600044,India,9999999999,13.060539,80.249631
Titan Store,,CROWN INTERIORZ MALL,FARIDABAD,HARYANA,121003,India,9999999999,28.483783,77.310252
Titan Store,SUPER MALL 2,INFOCITY,GANDHINAGAR,GUJARAT,382009,India,9999999999,23.196082,72.634451
Titan Store, FIRST FLOOR,MGF METROPILITAN,GURGAON,HARYANA,122002,India,9999999999,28.48006,77.080505
Titan Store,"MAIN ROAD, PANDRI  ",NEAR PANDRI BUS STAND  ,RAIPUR,CHATTISGARH,492001,India,9999999999,21.256972,81.646327
Titan Store,"#22/B, GOKULAM MAIN ROD  ","B M HABITAT MALL, J L PURAM",MYSORE,KARNATAKA,570012,India,9999999999,12.32096,76.62016
Titan Store,NIRMAL LIFESTYLE MALL  ,"L B S MARG , MULUND (W)",MUMBAI,MAHARASTRA,400080,India,9999999999,19.119339,72.92587
Titan Store,"L B S MARG, OPP NAAZ HOTEL   ",KURLA MARKET CITY,MUMBAI,MAHARASTRA,400070,India,9999999999,19.068471,72.875182
Titan Store,",SHOP NO. 3&6, SADODAY ARCADE,NEAR BANK OF BARODA,WHC ROAD,",DHARAMPET,NAGPUR,MAHARASTRA,440002,India,9999999999,21.143881,79.061104
Titan Store,"NO 151,","VAKIL NEW STREET , (NEAR CHOKKANATHAR KOIL)",MADURAI,TAMILNADU,625001,India,9999999999,9.91826,78.11366
Titan Store, DLF MALL,CHANDIGARH,CHANDIGARH,CHANDIGARH,160101,India,9999999999,30.729036,76.845656
Titan Store,TITAN WATCH DIVISION,3-SIPCOT INDUSTRAIL COMPLEX ,HOSUR,TAMILNADU,635126,India,9999999999,12.746,77.829
Titan Store," FIRST FLOOR,  SCHEME - I, NEAR VASTRAPUR LAKE, PLOT NO 216, T.P ,",ALFA ONE MALL , AHMEDABAD,GUJARAT,380054,India,9999999999,23.0414,72.5315
Titan Store,18 JUNE ROAD,PANJIM,GOA,GOA,403001,India,9999999999,15.514,73.825
Titan Store,"PHOENIX UNITED MALL,","ALAMBAGH,", LUCKNOW,UTTAR PRADESH,226005,India,9999999999,26.7996,80.8969
Titan Store,"NYAMO LOTHA ROAD, BEHIND POLICE OUTPOST",DIMAPUR,DIMAPUR,NAGALAND,797112,India,9999999999,25.90936,93.72398
Titan Store,"OZONE GALLERIA, GOVINDPUR MAIN ROAD",DHANBAD,DHANBAD,JHARKHAND,828127,India,9999999999,23.8106,86.4569
Titan Store,"NSCB ARCADE, OLD JAIL ROAD",CUTTACK,CUTTACK,ORISSA,753001,India,9999999999,20.4692,85.8691
Titan Store,"SANGAVI NAGAR, ","AUNDH, ",PUNE,MAHARASTRA,411007,India,9999999999,18.56689,73.81441
Titan Store,"SECTOR 18, ",NOIDA ,NOIDA ,UTTAR PRADESH,201301,India,9999999999,28.5705,77.3231
Titan Store,"SHOP NO.FF-13, KOREGAON PARK PLAZA , KOREGAON PARK",KPP MALL,PUNE,MAHARASTRA,411001,India,9999999999,18.5417,73.9042
Titan Store,"( EROS building), J T Road,",CHURCHAGTE,MUMBAI,MAHARASTRA,400 020,India,9999999999,18.943,72.828
Titan Store,"EAST END ROAD, 9th BLOCK",JAYANAGAR,BANGALORE,KARNATAKA,560069,India,9999999999,12.9238,77.5971
Titan Store,BRIGADE ORION MALL,MALLESHWARAM,BANGALORE,KARNATAKA,560055,India,9999999999,13.01162,77.55506
Titan Store,"CHINNA CHOKKIKULAM, ",VISHAAL DE MALL,MADURAI,TAMILNADU,625002,India,9999999999,9.93888,78.13655
Titan Store,"NAGINA APT, PADMAVATI CORNER, ",SATARA ,PUNE,MAHARASTRA,411043,India,9999999999,18.5417,73.9042
Titan Store,"RUPANI CIRCLE,","SHUKAN PLAZA MALL, ",BHAVNAGAR,GUJARAT ,364001,India,9999999999,21.75956,72.15232
Titan Store,"NO 63, 5TH A BLOCK",KORMANGALA 100 Ft ROAD,BANGALORE,KARNATAKA,560034,India,9999999999,12.9333,77.62304
Titan Store,VELECHERY ROAD,SELAIYUR,CHENNAI,TAMILNADU,600073,India,9999999999,12.92301,80.1484
Titan Store,ABU LANE,MEERUT,MEERUT,UTTAR PRADESH,250001,India,9999999999,29.092,77.717
Titan Store,"GRAIN MERCHANTS CHS., ABHYUDAYA BANK LANE, ",VASHI ,MUMBAI,MAHARASTRA,400703,India,9999999999,19.10491,73.00425
Titan Store,THILLAI NAGAR,TRICHY,TRICHY,TAMILNADU,620018,India,9999999999,10.8252,78.6834
Titan Store," 148- RASHBIHARI AVENUE,  OPP. PRIYA CINEMA. ",RASHBIHARI,KOLKATA,WEST BENGAL,700029 ,India,9999999999,22.5214,88.3548
Titan Store,OPP COFFEE DAY , SR NAGAR,HYDERABAD,ANDHRA PRADESH,500038,India,9999999999,17.44163,78.44332
Titan Store,"NEXT TO GRAND HOTEL, ",MG ROAD, COCHIN ,KERALA,682035,India,9999999999,9.9726,76.2851
Titan Store,GROUND FLOOR,"FORUM MALL, KORMANGALA",BANGALORE,KARNATAKA,560029,India,9999999999,12.934508,77.610978
Titan Store,GANESHKHIND,E SQUARE MULTIPLEX,PUNE,MAHARASTRA,411016,India,9999999999,18.543052,73.827543
Titan Store,MOLEDINA ROAD,SGS MALL,PUNE,MAHARASTRA,411011,India,9999999999,18.519653,73.87747
Titan Store,FIRST FLOOR,CITY CENTRE MALL,CHENNAI,TAMILNADU,600004,India,9999999999,13.042964,80.27394
Titan Store,BETWEEN PANTALOONS & LIFESTYLE,MALLESHWARAM,BANGALORE,KARNATAKA,560003,India,9999999999,12.99235,77.570397
Titan Store,BESIDE FLYING MACHINE & VAN HEUSEN,GVK MALL,HYDERABAD,ANDHRA PRADESH,500034,India,9999999999,17.41737,78.449641
Titan Store,OPP SUBWAY,VARUN BEACH MALL,VISHAKAPATNAM,ANDHRA PRADESH,530002,India,9999999999,17.710645,83.316085
Titan Store,NEXT TO ARCHIES GALLERY,JHV MALL,VARANASI,UTTAR PRADESH,221002,India,9999999999,25.335862,82.977483
Titan Store,OPP HIDESIGN,BAY PRIDE MALL,COCHIN,KERALA,682031,India,9999999999,9.976744,76.277559
Titan Store,NEXT TO LEE & WRANGLER,CITY CENTRE MALL,HYDERABAD,ANDHRA PRADESH,500034,India,9999999999,17.415243,78.449308
Titan Store,D B CITY MALL,ARERA HILLS,BHOPAL,MADHYA PRADESH,462016,India,9999999999,23.234393,77.431289
Titan Store,FORTUNE MALL,ICCHALKARANJI SANGLI ROAD,ICCHALKARANJI,MAHARASTRA,416115,India,9999999999,16.6923,74.4755
Titan Store,"JUNCTION MALL, RKB PATH",DIBRUGARH,DIBRUGARH,ASSAM,786001,India,9999999999,27.479577,94.905168
Titan Store,"NANDED TREASURE BAZAAR,NANDED LATUR ROAD, VASARNI, ",NANDED,NANDED,MAHARASTRA,431606,India,9999999999,19.194,77.31
Titan Store,UPPER GROUND FLOOR,SAMDARIYA MALL,JABALPUR,MADHYA PRADESH,482001,India,9999999999,23.1699,79.9338
Titan Store,"API CORNER, CHIKALTHANE,",PROZONE MALL,AURANGABAD,MAHARASTRA,431210,India,9999999999,19.8782,75.3721
Titan Store," BEHIND KBN HOSPITAL,","ASIAN MALL,", GULBARGA ,KARNATAKA,585321,India,9999999999,17.32616,76.83441
Titan Store,"City Center Mall, Ground Floor, Near Levis. Ph: 6511205",,Siliguri,West Bengal,734401,India,9999999999,26.72407,88.394693
Titan Store,"Begumpet, Beside Sony Centre. Ph: 66334484",,Hyedrabad,ANDHRA PRADESH,500016,India,9999999999,17.45,78.466
Titan Store,"Empress Mall, Ground Floor. Ph: 6450744",,NAGPUR,MAHARASTRA,440001,India,9999999999,21.1502,79.0935
